campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,gender,shopping,video_p25,video_p50,video_p75,video_p100
ALC - Edgar + Rayban,120240078887090260,OUTCOME_AWARENESS,2025-11-01,75950,71296,1.065277,91,0.119816,1.327033,1.589993,120.76,66.0,0,1.829697,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2683.0,0,0.045009,7.0,0,0,2683.0,0,0.045009,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,female,GS,111.0,37.0,17.0,13.0
ALC - Edgar + Rayban,120240078887090260,OUTCOME_AWARENESS,2025-11-01,80440,77613,1.036424,82,0.101939,1.560732,1.591,127.98,56.0,0,2.285357,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3275.0,0,0.039078,10.0,0,0,3275.0,0,0.039078,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,male,GS,183.0,73.0,47.0,26.0
ALC - Edgar + Rayban,120240078887090260,OUTCOME_AWARENESS,2025-11-01,627,621,1.009662,0,0.0,0.0,1.961722,1.23,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,22.0,0,0.055909,0.0,0,0,22.0,0,0.055909,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,unknown,GS,3.0,1.0,,
ALC - NATAL 25,120240129895630260,OUTCOME_AWARENESS,2025-11-01,153185,111760,1.37066,427,0.278748,0.558642,1.557202,238.54,203.0,0,1.175074,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1930.0,0,0.123596,55.0,0,0,1931.0,0,0.123532,0,0,0,0.0,0,0,0.0,0,0,,,,203.0,female,GS,3956.0,1123.0,615.0,399.0
ALC - NATAL 25,120240129895630260,OUTCOME_AWARENESS,2025-11-01,267421,173884,1.537928,558,0.20866,0.75414,1.573586,420.81,295.0,0,1.426475,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1572.0,0,0.267691,72.0,0,0,1574.0,0,0.267351,0,0,0,0.0,0,0,0.0,0,0,,,,294.0,male,GS,5829.0,1517.0,795.0,523.0
ALC - NATAL 25,120240129895630260,OUTCOME_AWARENESS,2025-11-01,3230,2646,1.220711,4,0.123839,1.2125,1.501548,4.85,1.0,0,4.85,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14.0,0,0.346429,0.0,0,0,14.0,0,0.346429,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,unknown,GS,57.0,13.0,5.0,4.0
TRAF - NATAL 25,120240130017780260,LINK_CLICKS,2025-11-01,12700,8528,1.489212,206,1.622047,0.287767,4.667717,59.28,143.0,0,0.414545,119.0,0,0.498151,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,204.0,0,0.290588,24.0,0,0,204.0,0,0.290588,0,0,0,0.0,0,0,0.0,0,0,,,,143.0,female,GS,108.0,53.0,28.0,23.0
TRAF - NATAL 25,120240130017780260,LINK_CLICKS,2025-11-01,13326,8732,1.526111,169,1.268198,0.350769,4.448447,59.28,140.0,0,0.423429,124.0,0,0.478065,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,176.0,0,0.336818,9.0,0,0,176.0,0,0.336818,0,0,0,0.0,0,0,0.0,0,0,,,,140.0,male,GS,73.0,37.0,20.0,13.0
TRAF - NATAL 25,120240130017780260,LINK_CLICKS,2025-11-01,216,176,1.227273,3,1.388889,0.316667,4.398148,0.95,3.0,0,0.316667,2.0,0,0.475,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,0.2375,0.0,0,0,4.0,0,0.2375,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,unknown,GS,1.0,1.0,1.0,1.0
ALC - Reels Decoração,120240146248790260,OUTCOME_AWARENESS,2025-11-01,59631,48551,1.228214,78,0.130804,1.158846,1.515822,90.39,46.0,0,1.965,1.0,0,90.39,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2144.0,0,0.04216,9.0,0,0,2144.0,0,0.04216,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,female,GS,631.0,204.0,59.0,42.0
ALC - Reels Decoração,120240146248790260,OUTCOME_AWARENESS,2025-11-01,69786,58540,1.192108,74,0.106038,1.46973,1.558479,108.76,52.0,0,2.091538,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2150.0,0,0.050586,6.0,0,0,2150.0,0,0.050586,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,male,GS,585.0,215.0,93.0,51.0
ALC - Reels Decoração,120240146248790260,OUTCOME_AWARENESS,2025-11-01,604,527,1.14611,0,0.0,0.0,1.324503,0.8,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,18.0,0,0.044444,0.0,0,0,18.0,0,0.044444,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,unknown,GS,6.0,1.0,1.0,
ALC - Reels Madô,120240358848200260,OUTCOME_AWARENESS,2025-11-01,28663,28663,1.0,38,0.132575,1.245526,1.651258,47.33,26.0,0,1.820385,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,705.0,0,0.067135,3.0,0,0,705.0,0,0.067135,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,female,GS,389.0,226.0,114.0,17.0
ALC - Reels Madô,120240358848200260,OUTCOME_AWARENESS,2025-11-01,28830,28830,1.0,30,0.104058,1.637333,1.703781,49.12,17.0,0,2.889412,1.0,0,49.12,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,664.0,0,0.073976,7.0,0,0,664.0,0,0.073976,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,male,GS,353.0,179.0,101.0,19.0
ALC - Reels Madô,120240358848200260,OUTCOME_AWARENESS,2025-11-01,242,240,1.008333,1,0.413223,0.46,1.900826,0.46,1.0,0,0.46,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,12.0,0,0.038333,0.0,0,0,12.0,0,0.038333,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,unknown,GS,6.0,4.0,2.0,
ALC - Aventuras Caninas de Natal,120240403082690260,OUTCOME_AWARENESS,2025-11-01,467469,451994,1.034237,943,0.201725,0.999894,2.017032,942.9,770.0,0,1.224545,293.0,0,3.218089,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6831.0,0,0.138033,47.0,0,0,6831.0,0,0.138033,0,0,0,0.0,0,0,0.0,0,0,,,,770.0,female,GS,3707.0,1449.0,707.0,499.0
ALC - Aventuras Caninas de Natal,120240403082690260,OUTCOME_AWARENESS,2025-11-01,437131,416316,1.049998,733,0.167684,1.206726,2.02349,884.53,595.0,0,1.486605,204.0,0,4.335931,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7128.0,0,0.124092,51.0,0,0,7128.0,0,0.124092,0,0,0,0.0,0,0,0.0,0,0,,,,593.0,male,GS,3898.0,1407.0,683.0,488.0
ALC - Aventuras Caninas de Natal,120240403082690260,OUTCOME_AWARENESS,2025-11-01,4216,4034,1.045117,9,0.213472,0.902222,1.925996,8.12,8.0,0,1.015,5.0,0,1.624,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,49.0,0,0.165714,1.0,0,0,49.0,0,0.165714,0,0,0,0.0,0,0,0.0,0,0,,,,8.0,unknown,GS,36.0,10.0,4.0,3.0
ALC - Mileninha,120240427184770260,OUTCOME_AWARENESS,2025-11-01,462558,454037,1.018767,1391,0.300719,0.717218,2.156811,997.65,540.0,0,1.8475,83.0,0,12.01988,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,23149.0,0,0.043097,107.0,0,0,23150.0,0,0.043095,0,0,0,0.0,0,0,0.0,0,0,,,,539.0,female,GS,8200.0,3537.0,1376.0,864.0
ALC - Mileninha,120240427184770260,OUTCOME_AWARENESS,2025-11-01,463756,408533,1.135174,958,0.206574,1.031743,2.131315,988.41,412.0,0,2.399053,66.0,0,14.975909,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,25636.0,0,0.038556,81.0,0,0,25636.0,0,0.038556,0,0,0,0.0,0,0,0.0,0,0,,,,411.0,male,GS,7713.0,2847.0,1286.0,833.0
ALC - Mileninha,120240427184770260,OUTCOME_AWARENESS,2025-11-01,6848,6208,1.103093,19,0.277453,0.728421,2.021028,13.84,7.0,0,1.977143,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,364.0,0,0.038022,1.0,0,0,364.0,0,0.038022,0,0,0,0.0,0,0,0.0,0,0,,,,7.0,unknown,GS,123.0,35.0,15.0,8.0
ENG - Mileninha,120240469270520260,OUTCOME_ENGAGEMENT,2025-11-01,75317,68865,1.093691,1048,1.391452,0.468922,6.524822,491.43,316.0,0,1.555158,207.0,0,2.374058,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,26009.0,0,0.018895,507.0,0,0,26009.0,0,0.018895,0,0,0,0.0,0,0,0.0,0,0,,,,315.0,female,GS,14395.0,7672.0,5165.0,3465.0
ENG - Mileninha,120240469270520260,OUTCOME_ENGAGEMENT,2025-11-01,27532,25935,1.061577,330,1.198605,0.544727,6.52913,179.76,79.0,0,2.275443,41.0,0,4.38439,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9644.0,0,0.01864,167.0,0,0,9644.0,0,0.01864,0,0,0,0.0,0,0,0.0,0,0,,,,79.0,male,GS,5021.0,2513.0,1704.0,1204.0
ENG - Mileninha,120240469270520260,OUTCOME_ENGAGEMENT,2025-11-01,614,557,1.102334,5,0.814332,0.74,6.026059,3.7,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,184.0,0,0.020109,4.0,0,0,184.0,0,0.020109,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,unknown,GS,105.0,62.0,36.0,19.0
ENG - Aventuras Caninas de Natal,120240470105850260,OUTCOME_ENGAGEMENT,2025-11-01,63469,57932,1.095578,461,0.726339,1.038091,7.540059,478.56,347.0,0,1.379135,233.0,0,2.053906,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,28649.0,0,0.016704,510.0,0,0,28649.0,0,0.016704,0,0,0,0.0,0,0,0.0,0,0,,,,347.0,female,GS,16751.0,8340.0,5884.0,4543.0
ENG - Aventuras Caninas de Natal,120240470105850260,OUTCOME_ENGAGEMENT,2025-11-01,29573,26536,1.114448,133,0.449735,1.428571,6.424779,190.0,106.0,0,1.792453,58.0,0,3.275862,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10912.0,0,0.017412,208.0,0,0,10912.0,0,0.017412,0,0,0,0.0,0,0,0.0,0,0,,,,106.0,male,GS,6155.0,3142.0,2224.0,1778.0
ENG - Aventuras Caninas de Natal,120240470105850260,OUTCOME_ENGAGEMENT,2025-11-01,354,312,1.134615,2,0.564972,1.355,7.655367,2.71,2.0,0,1.355,2.0,0,1.355,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,141.0,0,0.01922,6.0,0,0,141.0,0,0.01922,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,unknown,GS,74.0,35.0,24.0,22.0
TRAF - NATAL 25,120240534673620260,LINK_CLICKS,2025-11-01,17826,9509,1.874645,175,0.981712,0.433429,4.255021,75.85,153.0,0,0.495752,138.0,0,0.549638,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,158.0,0,0.480063,3.0,0,0,158.0,0,0.480063,0,0,0,0.0,0,0,0.0,0,0,,,,152.0,female,GS,,,,
TRAF - NATAL 25,120240534673620260,LINK_CLICKS,2025-11-01,7577,4512,1.6793,55,0.725881,0.520182,3.775901,28.61,52.0,0,0.550192,47.0,0,0.608723,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,56.0,0,0.510893,4.0,0,0,56.0,0,0.510893,0,0,0,0.0,0,0,0.0,0,0,,,,52.0,male,GS,,,,
TRAF - NATAL 25,120240534673620260,LINK_CLICKS,2025-11-01,59,41,1.439024,0,0.0,0.0,4.915254,0.29,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,unknown,GS,,,,
ALC - Chapeuzinho vermelho Natal,120240755196880260,OUTCOME_AWARENESS,2025-11-01,152120,148846,1.021996,233,0.153169,1.125923,1.72456,262.34,192.0,0,1.366354,74.0,0,3.545135,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,514.0,0,0.510389,10.0,0,0,514.0,0,0.510389,0,0,0,0.0,0,0,0.0,0,0,,,,192.0,female,GS,1105.0,393.0,217.0,161.0
ALC - Chapeuzinho vermelho Natal,120240755196880260,OUTCOME_AWARENESS,2025-11-01,136134,135891,1.001788,162,0.119,1.453827,1.73006,235.52,140.0,0,1.682286,41.0,0,5.74439,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,488.0,0,0.482623,10.0,0,0,488.0,0,0.482623,0,0,0,0.0,0,0,0.0,0,0,,,,140.0,male,GS,1095.0,409.0,241.0,166.0
ALC - Chapeuzinho vermelho Natal,120240755196880260,OUTCOME_AWARENESS,2025-11-01,1234,1200,1.028333,3,0.243112,0.673333,1.636953,2.02,2.0,0,1.01,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,0.505,0.0,0,0,4.0,0,0.505,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,unknown,GS,8.0,4.0,,
ALC - Meu vilão favorito,120240755310190260,OUTCOME_AWARENESS,2025-11-01,148689,143741,1.034423,70,0.047078,3.792,1.785203,265.44,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7971.0,0,0.033301,50.0,0,0,7971.0,0,0.033301,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,female,GS,3356.0,1488.0,802.0,256.0
ALC - Meu vilão favorito,120240755310190260,OUTCOME_AWARENESS,2025-11-01,128974,125916,1.024286,36,0.027913,6.453056,1.801216,232.31,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7460.0,0,0.031141,38.0,0,0,7460.0,0,0.031141,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,male,GS,3114.0,1273.0,699.0,301.0
ALC - Meu vilão favorito,120240755310190260,OUTCOME_AWARENESS,2025-11-01,1062,1041,1.020173,0,0.0,0.0,2.024482,2.15,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,56.0,0,0.038393,0.0,0,0,56.0,0,0.038393,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,unknown,GS,29.0,14.0,7.0,2.0
ALC - BLACK FRIDAY GS,120241055514670260,OUTCOME_AWARENESS,2025-11-01,195662,191483,1.021824,90,0.045998,4.627889,2.128722,416.51,3.0,0,138.836667,2.0,0,208.255,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9741.0,0,0.042758,34.0,0,0,9741.0,0,0.042758,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,female,GS,12274.0,5530.0,2800.0,1948.0
ALC - BLACK FRIDAY GS,120241055514670260,OUTCOME_AWARENESS,2025-11-01,178577,171910,1.038782,70,0.039199,5.427429,2.127486,379.92,3.0,0,126.64,2.0,0,189.96,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10316.0,0,0.036828,21.0,0,0,10316.0,0,0.036828,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,male,GS,12615.0,5493.0,2525.0,1710.0
ALC - BLACK FRIDAY GS,120241055514670260,OUTCOME_AWARENESS,2025-11-01,1693,1632,1.037377,2,0.118133,1.775,2.096869,3.55,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,82.0,0,0.043293,0.0,0,0,82.0,0,0.043293,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,unknown,GS,102.0,45.0,30.0,23.0
ALC- Tributo Elton John e Adele,120241070269760260,OUTCOME_AWARENESS,2025-11-01,394283,379089,1.04008,727,0.184385,1.444402,2.663265,1050.08,576.0,0,1.823056,228.0,0,4.605614,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11547.0,0,0.09094,87.0,0,0,11547.0,0,0.09094,0,0,0,0.0,0,0,0.0,0,0,,,,575.0,female,GS,3701.0,1184.0,656.0,404.0
ALC- Tributo Elton John e Adele,120241070269760260,OUTCOME_AWARENESS,2025-11-01,358962,337175,1.064616,669,0.186371,1.406652,2.621587,941.05,530.0,0,1.775566,180.0,0,5.228056,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9810.0,0,0.095928,84.0,0,0,9810.0,0,0.095928,0,0,0,0.0,0,0,0.0,0,0,,,,527.0,male,GS,3742.0,1313.0,697.0,457.0
ALC- Tributo Elton John e Adele,120241070269760260,OUTCOME_AWARENESS,2025-11-01,3424,3333,1.027303,6,0.175234,1.471667,2.578855,8.83,5.0,0,1.766,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,82.0,0,0.107683,0.0,0,0,82.0,0,0.107683,0,0,0,0.0,0,0,0.0,0,0,,,,5.0,unknown,GS,22.0,8.0,4.0,3.0
ALC - MUSICAL TEMPO,120241072208340260,OUTCOME_AWARENESS,2025-11-01,399590,390847,1.022369,799,0.199955,1.320588,2.640582,1055.15,656.0,0,1.60846,254.0,0,4.154134,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7374.0,0,0.143091,104.0,0,0,7374.0,0,0.143091,0,0,0,0.0,0,0,0.0,0,0,,,,655.0,female,GS,3354.0,1374.0,554.0,381.0
ALC - MUSICAL TEMPO,120241072208340260,OUTCOME_AWARENESS,2025-11-01,358744,329241,1.089609,621,0.173104,1.507021,2.608713,935.86,515.0,0,1.817204,154.0,0,6.077013,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5752.0,0,0.162702,60.0,0,0,5752.0,0,0.162702,0,0,0,0.0,0,0,0.0,0,0,,,,514.0,male,GS,2653.0,1023.0,475.0,317.0
ALC - MUSICAL TEMPO,120241072208340260,OUTCOME_AWARENESS,2025-11-01,3371,3288,1.025243,9,0.266983,0.961111,2.566004,8.65,7.0,0,1.235714,2.0,0,4.325,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,45.0,0,0.192222,1.0,0,0,45.0,0,0.192222,0,0,0,0.0,0,0,0.0,0,0,,,,7.0,unknown,GS,19.0,9.0,5.0,4.0
TRAF - NATAL 25 CLIQUES 02,120241128882090260,LINK_CLICKS,2025-11-01,12026,7253,1.658073,202,1.679694,0.434158,7.292533,87.7,175.0,0,0.501143,137.0,0,0.640146,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,342.0,0,0.256433,27.0,0,0,342.0,0,0.256433,0,0,0,0.0,0,0,0.0,0,0,,,,172.0,female,GS,86.0,43.0,31.0,22.0
TRAF - NATAL 25 CLIQUES 02,120241128882090260,LINK_CLICKS,2025-11-01,15019,9119,1.647001,240,1.597976,0.380958,6.087622,91.43,219.0,0,0.417489,167.0,0,0.547485,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,291.0,0,0.314192,35.0,0,0,291.0,0,0.314192,0,0,0,0.0,0,0,0.0,0,0,,,,217.0,male,GS,26.0,13.0,9.0,7.0
TRAF - NATAL 25 CLIQUES 02,120241128882090260,LINK_CLICKS,2025-11-01,95,65,1.461538,2,2.105263,0.325,6.842105,0.65,1.0,0,0.65,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,0.1625,1.0,0,0,4.0,0,0.1625,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,unknown,GS,1.0,1.0,1.0,1.0
ALC - NATAL 25,120240129895630260,OUTCOME_AWARENESS,2025-12-01,604355,347446,1.739421,1271,0.210307,0.595609,1.252607,757.0192,679.0,0,1.114903,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11934.0,0,0.063434,118.0,0,0,11936.0,0,0.063423,0,0,0,0.0,0,0,0.0,0,0,,,,541.0,female,GS,7270.0,2839.0,1540.0,761.0
ALC - NATAL 25,120240129895630260,OUTCOME_AWARENESS,2025-12-01,780168,386434,2.018891,1384,0.177398,0.715491,1.269265,990.239761,797.0,0,1.242459,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11638.0,0,0.085087,123.0,0,0,11639.0,0,0.085079,0,0,0,0.0,0,0,0.0,0,0,,,,724.0,male,GS,10347.0,3838.0,2100.0,1272.0
ALC - NATAL 25,120240129895630260,OUTCOME_AWARENESS,2025-12-01,6113,3362,1.818263,7,0.11451,1.133006,1.297405,7.931039,6.0,0,1.32184,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,94.0,0,0.084373,0.0,0,0,94.0,0,0.084373,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,unknown,GS,72.0,30.0,16.0,8.0
ALC - BLACK FRIDAY GS,120241055514670260,OUTCOME_AWARENESS,2025-12-01,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,female,GS,,,,
TRAF - NATAL 25 CLIQUES 02,120241128882090260,LINK_CLICKS,2025-12-01,248404,72081,3.446179,3120,1.256018,0.34455,4.32761,1074.995732,2818.0,0,0.381475,2127.0,0,0.505405,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10131.0,0,0.10611,292.0,0,0,10131.0,0,0.10611,0,0,0,0.0,0,0,0.0,0,0,,,,2732.0,female,GS,5304.0,3610.0,2009.0,1522.0
TRAF - NATAL 25 CLIQUES 02,120241128882090260,LINK_CLICKS,2025-12-01,225597,67141,3.360048,2861,1.268191,0.322437,4.089122,922.49357,2602.0,0,0.354533,1809.0,0,0.509947,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6365.0,0,0.144932,291.0,0,0,6365.0,0,0.144932,0,0,0,0.0,0,0,0.0,0,0,,,,2559.0,male,GS,2638.0,1674.0,955.0,745.0
TRAF - NATAL 25 CLIQUES 02,120241128882090260,LINK_CLICKS,2025-12-01,2031,597,3.40201,26,1.280158,0.336565,4.308566,8.750698,23.0,0,0.380465,18.0,0,0.48615,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,50.0,0,0.175014,1.0,0,0,50.0,0,0.175014,0,0,0,0.0,0,0,0.0,0,0,,,,23.0,unknown,GS,20.0,20.0,8.0,6.0
ALC - Árvore solidária,120241456113430260,OUTCOME_AWARENESS,2025-12-01,128624,106093,1.21237,140,0.108844,1.374182,1.49572,192.385449,115.0,0,1.672917,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1569.0,0,0.122617,7.0,0,0,1569.0,0,0.122617,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,female,GS,1366.0,602.0,420.0,320.0
ALC - Árvore solidária,120241456113430260,OUTCOME_AWARENESS,2025-12-01,120306,95432,1.260646,106,0.088109,1.692494,1.491234,179.404407,80.0,0,2.242555,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1625.0,0,0.110403,14.0,0,0,1625.0,0,0.110403,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,male,GS,1486.0,620.0,370.0,259.0
ALC - Árvore solidária,120241456113430260,OUTCOME_AWARENESS,2025-12-01,1121,921,1.217155,0,0.0,0.0,1.596917,1.790144,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,0,0.223768,0.0,0,0,8.0,0,0.223768,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,unknown,GS,7.0,4.0,2.0,2.0
Coral Adventista,120241456346500260,OUTCOME_AWARENESS,2025-12-01,110232,106514,1.034906,94,0.085275,1.842919,1.571543,173.23435,68.0,0,2.547564,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,75.0,0,2.309791,7.0,0,0,75.0,0,2.309791,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,female,GS,,,,
Coral Adventista,120241456346500260,OUTCOME_AWARENESS,2025-12-01,111084,103469,1.073597,109,0.098124,1.607294,1.577141,175.195078,84.0,0,2.085656,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,92.0,0,1.904294,7.0,0,0,92.0,0,1.904294,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,male,GS,,,,
Coral Adventista,120241456346500260,OUTCOME_AWARENESS,2025-12-01,906,896,1.011161,1,0.110375,1.540572,1.700411,1.540572,1.0,0,1.540572,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,0,0.770286,1.0,0,0,2.0,0,0.770286,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,unknown,GS,,,,
ALC - Inauguração - Manly,120241830292400260,OUTCOME_AWARENESS,2025-12-01,137514,81183,1.693877,148,0.107625,1.186323,1.276785,175.575853,111.0,0,1.581764,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3370.0,0,0.0521,13.0,0,0,3370.0,0,0.0521,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,female,GS,809.0,116.0,52.0,33.0
ALC - Inauguração - Manly,120241830292400260,OUTCOME_AWARENESS,2025-12-01,95430,58470,1.632119,73,0.076496,1.687317,1.290727,123.174106,50.0,0,2.463482,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2572.0,0,0.04789,9.0,0,0,2572.0,0,0.04789,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,male,GS,532.0,88.0,49.0,33.0
