plataforma,campanha,impressoes,custo,video_p25,video_p50,video_p75,video_p100,video_2s,video_6s
TikTok Ads,Alcance - Menu Mamma Mia,4852,9.6,45.0,13.0,5.0,3.0,449.0,64.0
TikTok Ads,Alcance - Promo mães,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Balde Stich,3877,6.51,113.0,34.0,15.0,9.0,419.0,120.0
TikTok Ads,ALC - Boliche,4284,7.41,254.0,139.0,80.0,50.0,751.0,214.0
TikTok Ads,ALC - Boliche,1390,2.51,40.0,20.0,10.0,5.0,132.0,35.0
TikTok Ads,Alcance - Promo mães,31196,72.87,294.0,137.0,78.0,44.0,2667.0,547.0
TikTok Ads,Alcance - Promo mães,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Interação com a comunidade - Panda Cafe,2072,18.91,58.0,26.0,15.0,10.0,336.0,88.0
TikTok Ads,Alcance - Campanha Namorados,17698,42.75,118.0,44.0,26.0,17.0,838.0,157.0
TikTok Ads,Alcance - Menu Mamma Mia,5353,10.47,43.0,14.0,6.0,3.0,376.0,54.0
TikTok Ads,ALC - Cafés ,5659,10.93,62.0,30.0,20.0,8.0,643.0,197.0
TikTok Ads,Alcance - Menu Mamma Mia,3925,8.13,46.0,12.0,7.0,6.0,266.0,51.0
TikTok Ads,Alcance - Campanha Namorados,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,2315,4.95,72.0,35.0,26.0,18.0,272.0,74.0
TikTok Ads,Alcance - Copo smurf ,3604,6.82,13.0,5.0,2.0,1.0,191.0,28.0
TikTok Ads,ALC - planet games,9462,18.39,272.0,94.0,39.0,21.0,1866.0,530.0
TikTok Ads,ALC - planet games,4630,7.83,112.0,36.0,14.0,5.0,793.0,236.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,8968,18.88,284.0,156.0,104.0,63.0,1176.0,294.0
TikTok Ads,ALC - Cafés,5681,10.98,20.0,11.0,8.0,2.0,383.0,72.0
TikTok Ads,ALC - Cafés,4810,13.35,8.0,5.0,3.0,1.0,231.0,51.0
TikTok Ads,ALC - Cafés,6725,11.81,30.0,11.0,6.0,2.0,420.0,78.0
TikTok Ads,ALC - Cafés,5816,11.09,18.0,7.0,3.0,1.0,350.0,68.0
TikTok Ads,ALC - planet games,8982,18.29,232.0,79.0,33.0,19.0,1661.0,492.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,10061,19.52,264.0,144.0,96.0,55.0,1162.0,275.0
TikTok Ads,ALC - Cafés,6477,11.23,14.0,6.0,4.0,2.0,380.0,68.0
TikTok Ads,ALC - Cafés,5110,10.29,16.0,9.0,5.0,3.0,328.0,63.0
TikTok Ads,Alcance - Menu Mamma Mia,2578,6.51,22.0,8.0,4.0,2.0,137.0,27.0
TikTok Ads,Alcance - Menu Mamma Mia,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - planet games,8732,18.42,168.0,56.0,28.0,12.0,1530.0,363.0
TikTok Ads,Alcance - Menu Mamma Mia,4195,9.44,33.0,9.0,5.0,4.0,318.0,38.0
TikTok Ads,ALC - planet games,10143,19.69,288.0,86.0,36.0,20.0,2023.0,610.0
TikTok Ads,ALC - Cafés,6197,10.68,18.0,10.0,5.0,2.0,353.0,80.0
TikTok Ads,ALC - Cafés,5891,11.23,23.0,8.0,7.0,1.0,404.0,77.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,9427,19.44,298.0,171.0,125.0,76.0,1269.0,309.0
TikTok Ads,ALC - planet games,9554,18.34,221.0,90.0,41.0,20.0,1806.0,462.0
TikTok Ads,Alcance - Menu Mamma Mia,2201,5.74,12.0,6.0,5.0,3.0,118.0,19.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,10019,18.94,211.0,105.0,70.0,39.0,976.0,220.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,9639,18.85,232.0,119.0,88.0,47.0,1145.0,243.0
TikTok Ads,ALC - planet games,9003,17.91,126.0,37.0,15.0,11.0,1374.0,294.0
TikTok Ads,ALC - planet games,10192,19.71,263.0,86.0,37.0,20.0,1880.0,555.0
TikTok Ads,Alcance - Promo mães,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Campanha Namorados,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Cafés,5357,10.88,29.0,13.0,6.0,3.0,368.0,73.0
TikTok Ads,Alcance - Menu Mamma Mia,4592,10.13,40.0,19.0,12.0,11.0,361.0,51.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,9156,19.15,238.0,107.0,71.0,44.0,1031.0,252.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,5144,8.22,166.0,87.0,56.0,39.0,653.0,173.0
TikTok Ads,ALC - Cafés,5137,13.13,19.0,5.0,2.0,1.0,278.0,62.0
TikTok Ads,Alcance - Menu Mamma Mia,1084,2.96,7.0,4.0,3.0,2.0,67.0,8.0
TikTok Ads,Alcance - Menu Mamma Mia,4498,9.45,54.0,19.0,14.0,10.0,366.0,62.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,9822,19.34,295.0,166.0,117.0,68.0,1355.0,311.0
TikTok Ads,ALC - planet games,10052,19.28,229.0,82.0,38.0,21.0,1835.0,493.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,8976,18.16,162.0,73.0,44.0,34.0,835.0,172.0
TikTok Ads,ALC - Cafés,6099,10.39,19.0,8.0,4.0,0.0,362.0,76.0
TikTok Ads,ALC - Cafés,5555,11.45,22.0,6.0,2.0,0.0,382.0,82.0
TikTok Ads,ALC - Cafés,2482,5.19,15.0,3.0,1.0,0.0,164.0,34.0
TikTok Ads,ALC - Cafés,6724,11.52,29.0,10.0,4.0,1.0,408.0,84.0
TikTok Ads,ALC - planet games,10043,18.79,167.0,60.0,25.0,12.0,1595.0,380.0
TikTok Ads,ALC - planet games,9489,19.21,290.0,94.0,37.0,19.0,1817.0,556.0
TikTok Ads,Alcance - Campanha Namorados,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,4481,7.74,145.0,74.0,54.0,24.0,563.0,156.0
TikTok Ads,Interação com a comunidade - Festa junina pet,469,6.63,35.0,16.0,14.0,10.0,141.0,44.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,9027,18.18,240.0,115.0,83.0,51.0,1080.0,249.0
TikTok Ads,ALC - Cafés,5223,10.7,24.0,11.0,8.0,4.0,365.0,82.0
TikTok Ads,ALC - Cafés,5208,13.22,16.0,7.0,3.0,2.0,319.0,66.0
TikTok Ads,Alcance - Menu Mamma Mia,4016,8.74,27.0,17.0,12.0,10.0,265.0,38.0
TikTok Ads,Traffic - Natal 2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Menu Mamma Mia,3387,7.51,28.0,9.0,5.0,4.0,224.0,37.0
TikTok Ads,ALC - planet games,9147,18.51,196.0,73.0,27.0,15.0,1667.0,403.0
TikTok Ads,ALC - planet games,5151,8.18,125.0,37.0,18.0,11.0,889.0,257.0
TikTok Ads,ALC - Cafés,5977,11.12,19.0,7.0,1.0,1.0,364.0,68.0
TikTok Ads,ALC - Cafés,1892,4.92,4.0,3.0,0.0,0.0,97.0,17.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,8846,18.38,256.0,136.0,88.0,54.0,1140.0,266.0
TikTok Ads,ALC - planet games,9314,17.79,242.0,90.0,38.0,21.0,1845.0,522.0
TikTok Ads,ALC - planet games,8416,16.68,233.0,85.0,35.0,27.0,1576.0,480.0
TikTok Ads,Interação com a comunidade - Panda Cafe,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Menu Mamma Mia,3819,8.32,33.0,9.0,6.0,3.0,229.0,45.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,9136,18.07,248.0,128.0,93.0,59.0,1114.0,266.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,8433,16.99,306.0,167.0,120.0,75.0,1162.0,315.0
TikTok Ads,ALC - planet games,8917,18.42,197.0,56.0,29.0,13.0,1606.0,437.0
TikTok Ads,ALC - planet games,2402,5.13,56.0,22.0,11.0,7.0,412.0,126.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,8603,18.58,188.0,88.0,60.0,34.0,906.0,205.0
TikTok Ads,ALC -  tendência athleisure ,3175,6.3,6.0,2.0,0.0,0.0,206.0,32.0
TikTok Ads,Alcance - Menu Mamma Mia,2885,6.99,25.0,9.0,7.0,4.0,201.0,33.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,9816,19.31,331.0,170.0,117.0,78.0,1333.0,360.0
TikTok Ads,ALC - Cafés,5722,10.37,14.0,5.0,3.0,2.0,345.0,68.0
TikTok Ads,ALC - Cafés,6159,11.98,19.0,8.0,4.0,3.0,399.0,71.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,8448,18.68,54.0,20.0,15.0,6.0,577.0,108.0
TikTok Ads,ALC -  tendência athleisure ,261,0.51,0.0,0.0,0.0,0.0,13.0,2.0
TikTok Ads,ALC - planet games,8301,16.81,113.0,39.0,19.0,11.0,1294.0,249.0
TikTok Ads,ALC - Cafés,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,8206,17.25,185.0,101.0,72.0,52.0,933.0,195.0
TikTok Ads,Alcance - Copo Stitch ,8992,18.76,238.0,101.0,66.0,35.0,1348.0,316.0
TikTok Ads,Alcance - Copo smurf ,2817,5.84,19.0,8.0,2.0,0.0,160.0,31.0
TikTok Ads,ALC -  tendência athleisure ,5382,10.71,14.0,6.0,3.0,2.0,333.0,63.0
TikTok Ads,ALC - planet games,5820,11.52,55.0,14.0,7.0,7.0,748.0,137.0
TikTok Ads,Alcance - Copo Stitch ,8978,17.48,201.0,74.0,43.0,26.0,1177.0,272.0
TikTok Ads,NSpromopais24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,8482,17.68,55.0,23.0,14.0,9.0,553.0,107.0
TikTok Ads,Interação com a comunidade - Festa junina pet,1186,12.05,67.0,34.0,23.0,16.0,337.0,85.0
TikTok Ads,Alcance - Copo smurf ,5998,12.16,47.0,16.0,7.0,3.0,357.0,71.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,6110,13.36,129.0,60.0,36.0,20.0,622.0,143.0
TikTok Ads,ALC - Cafés ,7546,16.19,84.0,51.0,32.0,18.0,1073.0,269.0
TikTok Ads,ALC - Cafés ,9760,21.82,121.0,67.0,47.0,23.0,1373.0,388.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,5891,11.68,29.0,10.0,5.0,4.0,305.0,49.0
TikTok Ads,ALC -  tendência athleisure ,6200,12.31,24.0,8.0,3.0,0.0,430.0,92.0
TikTok Ads,Alcance - Tres porquinhos ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Copo Stitch ,10353,20.28,500.0,199.0,116.0,59.0,2095.0,658.0
TikTok Ads,ALC -  tendência athleisure ,5015,10.47,4.0,1.0,1.0,0.0,288.0,52.0
TikTok Ads,Alcance - Copo smurf ,384,0.77,3.0,1.0,0.0,0.0,34.0,6.0
TikTok Ads,Alcance - Copo Stitch ,8468,17.59,316.0,123.0,77.0,43.0,1547.0,433.0
TikTok Ads,ALC - Cafés ,6690,14.33,72.0,36.0,24.0,11.0,850.0,214.0
TikTok Ads,Interação com a comunidade - Festa junina pet,172,2.49,13.0,6.0,4.0,2.0,54.0,14.0
TikTok Ads,ALC - planet games,6162,12.31,76.0,29.0,14.0,8.0,769.0,176.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,8349,17.65,61.0,22.0,14.0,8.0,550.0,117.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,6075,12.21,117.0,63.0,44.0,36.0,508.0,121.0
TikTok Ads,ALC -  tendência athleisure ,6005,12.1,17.0,4.0,2.0,2.0,390.0,84.0
TikTok Ads,Alcance - Tres porquinhos ,6809,16.14,204.0,91.0,55.0,38.0,774.0,202.0
TikTok Ads,Interação com a comunidade - Festa junina pet,701,6.77,31.0,13.0,9.0,4.0,187.0,38.0
TikTok Ads,Alcance - Copo smurf ,6656,12.83,53.0,17.0,7.0,4.0,362.0,73.0
TikTok Ads,Alcance - Copo Stitch ,5862,12.48,298.0,119.0,70.0,31.0,1186.0,415.0
TikTok Ads,ALC - Cafés ,10839,23.28,101.0,53.0,32.0,17.0,1299.0,355.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,9002,17.74,185.0,95.0,63.0,42.0,838.0,193.0
TikTok Ads,ALC - Cafés ,9908,21.41,154.0,86.0,48.0,18.0,1417.0,396.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,10594,19.99,69.0,28.0,19.0,12.0,663.0,139.0
TikTok Ads,Alcance - Copo smurf ,5836,11.78,53.0,22.0,7.0,6.0,419.0,91.0
TikTok Ads,ALC - planet games,8480,18.05,206.0,58.0,25.0,12.0,1531.0,389.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,6956,15.53,154.0,84.0,53.0,34.0,706.0,157.0
TikTok Ads,Alcance - Tres porquinhos ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Interação com a comunidade - Festa junina pet,1488,16.69,93.0,47.0,29.0,21.0,402.0,108.0
TikTok Ads,Alcance - Copo Stitch ,8337,17.67,296.0,115.0,80.0,46.0,1441.0,409.0
TikTok Ads,Alcance - Copo smurf ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC -  tendência athleisure ,3615,7.57,5.0,4.0,2.0,2.0,234.0,45.0
TikTok Ads,ALC - planet games,7852,16.72,130.0,44.0,22.0,8.0,1259.0,281.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,8493,18.41,46.0,17.0,10.0,5.0,507.0,96.0
TikTok Ads,Alcance - Copo smurf ,3650,7.56,17.0,5.0,3.0,2.0,216.0,31.0
TikTok Ads,ALC - Cafés ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,8383,17.28,38.0,18.0,14.0,7.0,493.0,96.0
TikTok Ads,ALC - Cafés ,8740,18.99,95.0,52.0,35.0,14.0,1122.0,289.0
TikTok Ads,Interação com a comunidade - Festa junina pet,719,6.96,28.0,20.0,13.0,12.0,178.0,36.0
TikTok Ads,ALC - planet games,561,1.28,6.0,1.0,0.0,0.0,57.0,12.0
TikTok Ads,ALC -  tendência athleisure ,5418,11.59,16.0,6.0,2.0,2.0,408.0,84.0
TikTok Ads,Alcance - Copo Stitch ,8356,18.58,449.0,183.0,122.0,57.0,1859.0,607.0
TikTok Ads,ALC - Cafés,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC -  tendência athleisure ,2347,4.89,10.0,2.0,1.0,0.0,145.0,22.0
TikTok Ads,ALC - planet games,8073,16.98,133.0,52.0,26.0,14.0,1311.0,303.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,8280,18.37,202.0,110.0,80.0,47.0,973.0,215.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,9205,18.68,55.0,25.0,16.0,11.0,524.0,123.0
TikTok Ads,ALC -  tendência athleisure ,5586,11.44,17.0,7.0,5.0,2.0,363.0,83.0
TikTok Ads,Interação com a comunidade - Festa junina pet,547,5.58,26.0,8.0,6.0,4.0,161.0,32.0
TikTok Ads,ALC - planet games,4143,8.82,48.0,15.0,7.0,1.0,543.0,107.0
TikTok Ads,Alcance - Copo smurf ,5735,12.21,49.0,17.0,8.0,5.0,345.0,79.0
TikTok Ads,Alcance - Copo Stitch ,8690,17.85,481.0,186.0,119.0,67.0,1956.0,633.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,9156,17.41,37.0,15.0,5.0,4.0,549.0,103.0
TikTok Ads,ALC - Cafés ,7973,16.93,94.0,54.0,35.0,14.0,1036.0,278.0
TikTok Ads,Interação com a comunidade - Festa junina pet,1422,13.53,79.0,39.0,24.0,17.0,422.0,103.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,6571,15.05,134.0,68.0,35.0,20.0,636.0,141.0
TikTok Ads,ALC - Cafés ,8714,19.69,88.0,43.0,26.0,15.0,1129.0,277.0
TikTok Ads,ALC -  tendência athleisure ,5485,11.08,16.0,7.0,5.0,2.0,404.0,82.0
TikTok Ads,Alcance - Copo smurf ,4878,10.5,36.0,9.0,4.0,2.0,304.0,57.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,3952,8.42,58.0,22.0,12.0,8.0,290.0,62.0
TikTok Ads,Interação com a comunidade - Festa junina pet,596,5.47,44.0,24.0,14.0,11.0,160.0,50.0
TikTok Ads,Alcance - Tres porquinhos ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC -  tendência athleisure ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Copo smurf ,6630,13.33,39.0,17.0,7.0,3.0,414.0,76.0
TikTok Ads,ALC - planet games,8452,18.14,165.0,51.0,24.0,10.0,1466.0,366.0
TikTok Ads,Alcance - Copo Stitch ,9470,18.38,467.0,190.0,109.0,65.0,2130.0,636.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,10507,19.28,49.0,24.0,16.0,7.0,690.0,120.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,8206,17.99,185.0,85.0,62.0,41.0,898.0,196.0
TikTok Ads,ALC - Cafés ,10748,22.73,132.0,60.0,37.0,19.0,1494.0,365.0
TikTok Ads,ALC - Cafés ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,9143,18.7,46.0,17.0,12.0,6.0,566.0,108.0
TikTok Ads,Interação com a comunidade - Festa junina pet,104,1.77,7.0,4.0,3.0,1.0,32.0,9.0
TikTok Ads,ALC - planet games,6736,15.32,120.0,38.0,20.0,14.0,1130.0,264.0
TikTok Ads,ALC -  tendência athleisure ,4596,9.53,13.0,3.0,3.0,1.0,303.0,71.0
TikTok Ads,Alcance - Copo Stitch ,8514,17.51,298.0,110.0,61.0,30.0,1391.0,402.0
TikTok Ads,Alcance - Tres porquinhos ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Copo smurf ,6365,12.62,61.0,19.0,7.0,5.0,449.0,94.0
TikTok Ads,Alcance - Copo Stitch ,10564,19.67,549.0,212.0,132.0,67.0,2263.0,736.0
TikTok Ads,Interação com a comunidade - Festa junina pet,1493,13.77,100.0,59.0,49.0,34.0,440.0,118.0
TikTok Ads,ALC - planet games,8415,18.27,172.0,64.0,28.0,14.0,1546.0,366.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,7637,16.4,151.0,68.0,45.0,24.0,761.0,161.0
TikTok Ads,ALC - Cafés ,10770,22.39,141.0,71.0,47.0,21.0,1576.0,444.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,10685,20.08,61.0,26.0,12.0,7.0,664.0,133.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,8269,18.24,194.0,97.0,67.0,45.0,863.0,201.0
TikTok Ads,ALC -  tendência athleisure ,3862,8.08,10.0,4.0,2.0,2.0,272.0,57.0
TikTok Ads,Alcance - Copo Stitch ,8929,18.39,254.0,101.0,68.0,38.0,1320.0,362.0
TikTok Ads,ALC - planet games,7137,15.78,105.0,51.0,23.0,9.0,1091.0,252.0
TikTok Ads,Alcance - Copo smurf ,4463,9.19,26.0,10.0,3.0,3.0,276.0,50.0
TikTok Ads,ALC - Cafés ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,8689,18.71,44.0,23.0,14.0,6.0,525.0,114.0
TikTok Ads,Interação com a comunidade - Festa junina pet,621,6.72,43.0,17.0,13.0,8.0,175.0,50.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,541,1.24,5.0,2.0,2.0,1.0,47.0,5.0
TikTok Ads,ALC - Cafés ,1900,4.23,11.0,7.0,6.0,3.0,190.0,53.0
TikTok Ads,ALC - planet games,6498,14.15,112.0,42.0,23.0,13.0,1078.0,256.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,8426,17.08,46.0,17.0,11.0,6.0,552.0,105.0
TikTok Ads,ALC -  tendência athleisure ,4567,9.91,13.0,7.0,4.0,2.0,278.0,69.0
TikTok Ads,Alcance - Copo smurf ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Copo Stitch ,10520,20.18,537.0,216.0,133.0,63.0,2131.0,699.0
TikTok Ads,Interação com a comunidade - Festa junina pet,137,1.31,12.0,8.0,5.0,4.0,32.0,13.0
TikTok Ads,Alcance - Tres porquinhos ,31891,76.97,792.0,361.0,238.0,138.0,3182.0,784.0
TikTok Ads,ALC -  tendência athleisure ,5922,12.0,13.0,6.0,3.0,1.0,418.0,80.0
TikTok Ads,ALC - planet games,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Copo smurf ,5333,10.34,30.0,15.0,8.0,5.0,261.0,48.0
TikTok Ads,Alcance - Copo Stitch ,8701,18.86,284.0,101.0,55.0,32.0,1312.0,375.0
TikTok Ads,Alcance - Copo smurf ,6569,13.12,49.0,21.0,11.0,6.0,397.0,76.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,8191,16.77,111.0,47.0,33.0,17.0,673.0,120.0
TikTok Ads,ALC - Cafés ,10013,20.62,93.0,46.0,24.0,13.0,1272.0,327.0
TikTok Ads,ALC -  tendência athleisure ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,8915,18.13,50.0,21.0,15.0,10.0,593.0,107.0
TikTok Ads,ALC - Cafés ,11330,22.75,167.0,95.0,60.0,21.0,1554.0,454.0
TikTok Ads,ALC - planet games,8981,17.36,153.0,56.0,27.0,16.0,1475.0,341.0
TikTok Ads,ALC -  tendência athleisure ,5801,11.51,16.0,7.0,3.0,1.0,455.0,90.0
TikTok Ads,Alcance - Copo smurf ,5264,10.92,33.0,14.0,10.0,4.0,293.0,66.0
TikTok Ads,ALC - planet games,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Promo mães,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Copo Stitch ,8616,18.86,219.0,85.0,56.0,27.0,1251.0,315.0
TikTok Ads,ALC - Cafés ,9411,20.49,95.0,41.0,28.0,10.0,1191.0,312.0
TikTok Ads,Interação com a comunidade - Festa junina pet,761,7.27,38.0,23.0,16.0,13.0,192.0,45.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,5904,11.8,90.0,33.0,18.0,8.0,463.0,96.0
TikTok Ads,Alcance - Tres porquinhos ,24196,56.89,576.0,250.0,133.0,76.0,2372.0,565.0
TikTok Ads,ALC - Villa - Vinicius Camilo ,7949,16.9,174.0,75.0,56.0,32.0,784.0,180.0
TikTok Ads,Interação com a comunidade - Festa junina pet,1040,11.28,73.0,42.0,31.0,27.0,332.0,87.0
TikTok Ads,Alcance - Copo Stitch ,8408,17.47,187.0,72.0,43.0,27.0,1055.0,254.0
TikTok Ads,ALC - planet games,8564,17.9,208.0,63.0,32.0,19.0,1603.0,420.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,10002,19.03,71.0,33.0,22.0,13.0,716.0,144.0
TikTok Ads,Interação com a comunidade - Festa junina pet,94,1.39,5.0,3.0,2.0,1.0,23.0,5.0
TikTok Ads,ALC - Cafés ,10963,23.21,158.0,79.0,56.0,30.0,1509.0,408.0
TikTok Ads,Alcance - Conteúdos Ago/Set ,19322,41.96,324.0,122.0,59.0,28.0,2332.0,608.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,4971,11.57,26.0,13.0,9.0,6.0,333.0,62.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,8732,18.16,53.0,23.0,12.0,4.0,537.0,108.0
TikTok Ads,Alcance - Copo Stitch ,5354,13.16,140.0,49.0,38.0,21.0,812.0,206.0
TikTok Ads,Alcance - Copo Stitch ,8164,16.4,239.0,96.0,64.0,36.0,1122.0,304.0
TikTok Ads,ALC - Baby shark ,27360,76.17,521.0,200.0,116.0,70.0,1901.0,381.0
TikTok Ads,Alcance - Conteúdos Ago/Set ,19748,44.6,328.0,112.0,57.0,30.0,2435.0,636.0
TikTok Ads,Alcance - Conteúdos Ago/Set ,18475,42.37,435.0,165.0,81.0,36.0,2906.0,775.0
TikTok Ads,Alcance - Copo Stitch ,6338,13.29,111.0,47.0,32.0,17.0,764.0,145.0
TikTok Ads,Alcance - Copo Stitch ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,6604,14.9,32.0,14.0,7.0,3.0,431.0,72.0
TikTok Ads,Alcance - Conteúdos Ago/Set ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,7046,16.46,48.0,19.0,13.0,8.0,507.0,95.0
TikTok Ads,Alcance - Copo Stitch ,504,1.0,12.0,6.0,5.0,2.0,49.0,16.0
TikTok Ads,Alcance - Copo Stitch ,6778,15.15,149.0,47.0,30.0,15.0,790.0,198.0
TikTok Ads,ALC - Baby shark ,17150,39.5,266.0,102.0,57.0,34.0,948.0,191.0
TikTok Ads,Alcance - Conteúdos Ago/Set ,18881,42.0,293.0,133.0,64.0,39.0,2205.0,517.0
TikTok Ads,Alcance - Copo Stitch ,6356,14.45,158.0,64.0,41.0,20.0,788.0,222.0
TikTok Ads,Alcance - Copo Stitch ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,6350,14.6,32.0,10.0,7.0,5.0,402.0,79.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Alcance - Conteúdos Ago/Set ,14069,30.99,174.0,69.0,39.0,22.0,1436.0,333.0
TikTok Ads,Alcance - Conteúdos Ago/Set ,17421,43.13,353.0,156.0,68.0,36.0,2545.0,654.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,1479,3.09,5.0,0.0,0.0,0.0,80.0,13.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,7296,16.51,49.0,25.0,14.0,8.0,515.0,99.0
TikTok Ads,Alcance - Copo Stitch ,3943,8.64,55.0,25.0,18.0,8.0,348.0,78.0
TikTok Ads,Alcance - Copo Stitch ,6726,15.85,210.0,73.0,43.0,26.0,1140.0,303.0
TikTok Ads,ALC - Baby shark ,10275,30.17,193.0,77.0,57.0,37.0,704.0,140.0
TikTok Ads,Alcance - Conteúdos Ago/Set ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Conteúdos  de Julho/Ago ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
